,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
count,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0
mean,0.7157997488975525,0.7116636633872986,0.7116524577140808,0.714631974697113,0.7156516909599304,0.7111499905586243,0.7127745151519775,0.7153542041778564
std,0.03279486298561096,0.03085295483469963,0.03034203313291073,0.034918494522571564,0.03249519690871239,0.032014261931180954,0.0321803018450737,0.03048393689095974
min,0.5445216298103333,0.5468295216560364,0.5415613651275635,0.5252408981323242,0.5398164987564087,0.5372664332389832,0.536237359046936,0.5476876497268677
25%,0.7062923014163971,0.6996677368879318,0.7008207142353058,0.7039962857961655,0.7033068835735321,0.7004410624504089,0.7009312808513641,0.703584760427475
50%,0.7274600267410278,0.7223057746887207,0.7207543849945068,0.7273460924625397,0.7259042859077454,0.7209194004535675,0.7232107818126678,0.7258642315864563
75%,0.7378703653812408,0.732889711856842,0.7323151230812073,0.7384544759988785,0.739016205072403,0.7334901839494705,0.7350721061229706,0.7361870855093002
max,0.7621146440505981,0.7588547468185425,0.762688934803009,0.7630367875099182,0.7617447376251221,0.7560102939605713,0.7595148086547852,0.7598768472671509
