layer,top2_evr,participation_ratio,pair_mean_median_cos,per_emo_int_cos_median,monotonic_fraction
13,0.6683152318000793,3.675808906555176,0.3235088938048908,0.7044535279273987,0.68555
10,0.6372904777526855,3.8970863819122314,0.31532356196216177,0.707938551902771,0.7014
16,0.7010296583175659,3.4522838592529297,0.28896551951766014,0.6253109574317932,0.6343
