layer,singular_values,evr,top2_evr,top3_evr,participation_ratio,pr_null_mean,pr_null_std,p_pr_le_real,top2_null_mean,p_top2_ge_real,wheel_fit_rel_rms,wheel_kendall_tau,wheel_p_value
13,"[2.0235161781311035, 1.5219553709030151, 1.1585800647735596, 0.9025536775588989, 0.7446591258049011, 0.5772587060928345, 0.370278537273407, 5.067325759000596e-08]","[0.42684605717658997, 0.24146917462348938, 0.13992972671985626, 0.08491882681846619, 0.057806000113487244, 0.03473752364516258, 0.014292722567915916, 2.676797755077776e-16]",0.6683152318000793,0.8082449436187744,3.675808906555176,6.029830455780029,0.399478942155838,0.0,0.43755143880844116,0.0,0.12407532358603426,0.6428571428571429,0.5294
