emotion,local_pc,attr,n,rho_raw,rho_partial_intensity_and_judgeEI,abs_drop_ratio_vs_raw,sign_stable
anger,PC2,injustice,107,0.4365710208316064,0.2937245426449614,0.32720100824498743,True
anger,PC2,relief,107,-0.376767289608066,-0.3343768958615638,0.11251081215303743,True
anger,PC2,gratitude,107,-0.31859160645112916,-0.24243038339227746,0.23905596229364118,True
anger,PC2,loneliness,107,-0.19360146414174506,-0.2422595143143199,-0.2513310030390572,True
anger,PC2,disappointment,107,0.2150739034479295,-0.020060664346023684,0.9067266459369373,False
anger,PC2,uncertainty,107,0.016083982691260285,-0.05210835525946296,-2.2397669320906197,False
anger,PC2,hope,107,-0.3724792003524737,-0.3313368182503173,0.11045551553811263,True
anger,PC2,surprise_valence,107,-0.4186833349480442,-0.2511747576768294,0.40008417648627337,True
anger,PC3,valence,107,0.09107774142509342,-0.0036225845476637627,0.9602253581283289,False
anger,PC3,arousal,107,-0.16573632602805907,-0.11852447830876031,0.28486119398656046,True
anger,PC3,dominance,107,0.2729269128582077,0.24758641463936346,0.09284719470669885,True
anger,PC3,emotional_intensity,107,-0.12025947158784885,,,False
anger,PC3,threat,107,-0.023008106961019268,0.04804728212415724,-1.088276197844515,False
anger,PC3,social_warmth,107,-0.0015958754846772968,-0.08381114799635322,-51.51734787648595,True
anger,PC3,certainty,107,0.14291971888125013,0.11861869941024825,0.17003265652371763,True
anger,PC3,agency,107,0.3529848486922965,0.33742949867430017,0.0440680388283641,True
anger,PC3,blame,107,-0.1116990861185921,-0.05054091312440409,0.5475261716040876,True
anger,PC3,injustice,107,-0.1454759598517766,-0.09228215578635396,0.36565356997555515,True
anger,PC3,relief,107,0.013219197838310492,-0.015201921641397895,-0.14998820861438963,False
anger,PC3,gratitude,107,0.14410490432681516,0.11868146826944416,0.17642311464787663,True
anger,PC3,loneliness,107,0.021498717179404922,0.032064960893909374,-0.4914825208560152,True
anger,PC3,disappointment,107,-0.15838157072330183,-0.10735398693805344,0.32218132167911995,True
anger,PC3,uncertainty,107,-0.15889719660922982,-0.14122472077182602,0.11121955713834959,True
anger,PC3,hope,107,0.0006954728336922311,-0.023486554252589442,-32.77062785889203,False
anger,PC3,surprise_valence,107,0.12163498738930953,0.05646457022812698,0.5357867712239378,True
anticipation,PC1,valence,108,-0.7264189519728449,-0.6576896254749474,0.09461389506873272,True
anticipation,PC1,arousal,108,-0.39867031567062244,-0.08850580899565598,0.7779974943788426,True
