emotion,local_pc,attr,n,rho_raw,rho_partial_intensity_and_judgeEI,abs_drop_ratio_vs_raw,sign_stable
anticipation,PC1,dominance,108,-0.7344548886261887,-0.6760093768869992,0.07957672097262888,True
anticipation,PC1,emotional_intensity,108,-0.4175480982242334,,,False
anticipation,PC1,threat,108,0.5572957422832167,0.5498853630803581,0.013297031792309379,True
anticipation,PC1,social_warmth,108,-0.6187280324379923,-0.5712727151732696,0.07669818527169871,True
anticipation,PC1,certainty,108,-0.708717064891194,-0.6379025136496884,0.09991935392775878,True
anticipation,PC1,agency,108,-0.718985810592425,-0.659040785053572,0.08337442082404917,True
anticipation,PC1,blame,108,0.292220031964489,0.31555039713185296,-0.079838349925987,True
anticipation,PC1,injustice,108,0.27403425266320364,0.267133700317885,0.025181349697184018,True
anticipation,PC1,relief,108,-0.07404665152215283,0.044320725082364634,0.4014486250049399,False
anticipation,PC1,gratitude,108,-0.31170050693687656,-0.2364765998425126,0.24133392606126813,True
anticipation,PC1,loneliness,108,0.4301617202311519,0.39652194613584896,0.07820262127747271,True
anticipation,PC1,disappointment,108,0.44273958315770745,0.43007137665463574,0.02861322317900632,True
anticipation,PC1,uncertainty,108,0.7298784111007994,0.6854503754132828,0.06087046145194302,True
anticipation,PC1,hope,108,-0.7416411140622314,-0.6659510856709884,0.10205748704607533,True
anticipation,PC1,surprise_valence,108,-0.5131487463185737,-0.42308678627751267,0.17550848693908452,True
