layer,mean_cos_orig,std_cos_orig,mean_cos_resid,std_cos_resid,min_cos_resid,max_cos_resid,mean_proj_onto_g,std_proj_onto_g
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.9849063158035278,0.005412785802036524,-0.1380980759859085,0.3656015396118164,-0.6784870028495789,0.8125596046447754,0.9933745265007019,0.0016824064077809453
13,0.98564612865448,0.00560761196538806,-0.13648490607738495,0.3928549289703369,-0.6891515254974365,0.8120726943016052,0.993700385093689,0.001801918144337833
16,0.9867499470710754,0.005612406879663467,-0.1349254846572876,0.414945125579834,-0.6971140503883362,0.7913712859153748,0.9941862225532532,0.0017989783082157373
19,0.9893307089805603,0.004614022560417652,-0.1349305361509323,0.4015982747077942,-0.7027396559715271,0.7968870997428894,0.9953212738037109,0.0015717105707153678
22,0.9919425249099731,0.00351101066917181,-0.1347823143005371,0.3893568813800812,-0.7050013542175293,0.7982037663459778,0.9964686036109924,0.0012545993085950613
