pc,evr,evr_cumsum,eigenvalue,layer,emotion
1,0.2269553630692561,0.2269553630692561,1.1275216919523103,13,joy
2,0.04671384532916428,0.27366920839842035,0.23207591665091065,13,joy
3,0.030335262952248997,0.3040044713506693,0.1507065818898524,13,joy
4,0.023697918399530043,0.3277023897501994,0.11773203632747924,13,joy
5,0.018967727830244103,0.34667011758044347,0.09423229434380713,13,joy
6,0.01810312340510433,0.3647732409855478,0.08993691118511275,13,joy
7,0.015286740641696642,0.38005998162724447,0.07594502918841485,13,joy
8,0.014642399254496369,0.3947023808817408,0.07274392003079933,13,joy
9,0.013765394807270858,0.40846777568901166,0.06838693315543891,13,joy
10,0.012319020469142685,0.42078679615815434,0.061201297976485096,13,joy
11,0.011588992420590494,0.4323757885787448,0.057574494673207216,13,joy
12,0.010870513584172141,0.44324630216291694,0.05400506823483244,13,joy
13,0.009618672656647715,0.45286497481956467,0.04778588142395821,13,joy
14,0.009357613378415688,0.46222258819798034,0.04648893036225449,13,joy
15,0.008546885190476897,0.47076947338845726,0.04246120611808569,13,joy
16,0.008462619735739665,0.4792320931241969,0.042042572573526255,13,joy
17,0.00769977811732357,0.4869318712415205,0.038252750378288305,13,joy
18,0.007591456161890849,0.4945233274034113,0.03771460334878712,13,joy
19,0.006956129834921508,0.5014794572383329,0.03455828130625524,13,joy
20,0.00654283007792861,0.5080222873162615,0.03250499454983738,13,joy
21,0.00607368091491753,0.5140959682311791,0.03017424611145461,13,joy
22,0.005778421273611089,0.5198743895047901,0.028707386523609216,13,joy
23,0.005609048369245852,0.525483437874036,0.027865936376240397,13,joy
24,0.0054055503329364955,0.5308889882069725,0.026854951453454144,13,joy
25,0.005258107919445434,0.536147096126418,0.026122452704463384,13,joy
26,0.0049109166067630786,0.5410580127331811,0.024397594868928136,13,joy
27,0.004615064974267286,0.5456730777074484,0.02292779424942607,13,joy
28,0.004543233700537873,0.5502163114079863,0.022570934124178613,13,joy
29,0.004486120629660084,0.5547024320376464,0.022287194513720205,13,joy
30,0.004316529351644852,0.5590189613892912,0.021444659478891622,13,joy
31,0.004243611024960611,0.5632625724142518,0.02108239883888966,13,joy
32,0.004133066994122946,0.5673956394083748,0.020533212465852605,13,joy
33,0.0038768092219218938,0.5712724486302967,0.019260115443686665,13,joy
34,0.003763836957752566,0.5750362855880493,0.018698865527768116,13,joy
35,0.0036728550407434998,0.5787091406287929,0.01824686437822126,13,joy
36,0.0035950566003590855,0.5823041972291519,0.0178603591732012,13,joy
37,0.0035499295712303437,0.5858541268003823,0.017636166611510143,13,joy
38,0.0034582332726449875,0.5893123600730272,0.017180616390847697,13,joy
39,0.0032842621628119254,0.5925966222358392,0.016316322207810756,13,joy
40,0.0032410336315115296,0.5958376558673507,0.01610156144563585,13,joy
41,0.003167125037353009,0.5990047809047038,0.015734381124323054,13,joy
42,0.0030614089544922355,0.602066189859196,0.01520918015527886,13,joy
43,0.002968163678334392,0.6050343535375304,0.01474593456320193,13,joy
44,0.002886873914523685,0.6079212274520541,0.014342084348821744,13,joy
45,0.002874704612623279,0.6107959320646774,0.01428162685760821,13,joy
46,0.00275093365447495,0.6135468657191524,0.013666728675610295,13,joy
47,0.002648174996553019,0.6161950407157054,0.013156220290719084,13,joy
48,0.002583005069250763,0.6187780457849562,0.012832453953133899,13,joy
49,0.0025319304953937676,0.62130997628035,0.012578713794046275,13,joy
50,0.002505987152606767,0.6238159634329568,0.012449826415671472,13,joy
